"Time stamp","System power generated | (kW)","Estimated receiver thermal power TO HTF | (MWt)","Resource beam normal irradiance | (W/m2)","Predicted clear-sky beam normal irradiance | (W/m2)"
"Oct 25, 03:00 pm",105023,558.504,866,0
"Oct 25, 04:00 pm",107230,445.534,764,0
"Oct 25, 05:00 pm",110674,237.11,564,0
"Oct 25, 06:00 pm",114507,0,0,0
"Oct 25, 07:00 pm",115389,0,0,0
"Oct 25, 08:00 pm",115671,0,0,0
"Oct 25, 09:00 pm",115799,0,0,0
"Oct 25, 10:00 pm",115848,0,0,0
"Oct 25, 11:00 pm",115945,0,0,0
"Oct 26, 12:00 am",115917,0,0,0
"Oct 26, 01:00 am",-607.2,0,0,0
"Oct 26, 02:00 am",-607.2,0,0,0
"Oct 26, 03:00 am",-607.2,0,0,0
"Oct 26, 04:00 am",-607.2,0,0,0
"Oct 26, 05:00 am",-607.2,0,0,0
"Oct 26, 06:00 am",-607.2,0,0,0
"Oct 26, 07:00 am",-607.2,0,0,0
"Oct 26, 08:00 am",-607.2,0,496,0
"Oct 26, 09:00 am",5364.44,0,745,0
"Oct 26, 10:00 am",108917,537.976,854,0
"Oct 26, 11:00 am",106236,601.091,907,0
"Oct 26, 12:00 pm",104274,629.719,931,0
"Oct 26, 01:00 pm",103164,631.309,931,0
"Oct 26, 02:00 pm",102984,612.489,916,0
"Oct 26, 03:00 pm",103937,560.604,872,0
"Oct 26, 04:00 pm",106387,446.573,769,0
"Oct 26, 05:00 pm",110116,239.363,577,0
"Oct 26, 06:00 pm",113887,0,0,0
"Oct 26, 07:00 pm",114665,0,0,0
"Oct 26, 08:00 pm",115030,0,0,0
"Oct 26, 09:00 pm",115410,0,0,0
"Oct 26, 10:00 pm",115681,0,0,0
"Oct 26, 11:00 pm",115910,0,0,0
"Oct 27, 12:00 am",89108,0,0,0
"Oct 27, 01:00 am",-607.2,0,0,0
"Oct 27, 02:00 am",-607.2,0,0,0
"Oct 27, 03:00 am",-607.2,0,0,0
"Oct 27, 04:00 am",-607.2,0,0,0
"Oct 27, 05:00 am",-607.2,0,0,0
"Oct 27, 06:00 am",-607.2,0,0,0
"Oct 27, 07:00 am",-607.2,0,0,0
"Oct 27, 08:00 am",-607.2,0,492,0
"Oct 27, 09:00 am",5347.52,0,746,0
"Oct 27, 10:00 am",109163,538.234,854,0
"Oct 27, 11:00 am",106278,602.41,907,0
"Oct 27, 12:00 pm",104264,630.465,930,0
"Oct 27, 01:00 pm",103052,640.284,942,0
"Oct 27, 02:00 pm",103190,618.915,924,0
"Oct 27, 03:00 pm",104346,565.867,879,0
"Oct 27, 04:00 pm",106929,459.053,791,0
"Oct 27, 05:00 pm",110221,245.521,599,0
"Oct 27, 06:00 pm",113479,0,0,0
"Oct 27, 07:00 pm",114403,0,0,0
"Oct 27, 08:00 pm",114958,0,0,0
"Oct 27, 09:00 pm",115283,0,0,0
"Oct 27, 10:00 pm",115319,0,0,0
"Oct 27, 11:00 pm",115263,0,0,0
"Oct 28, 12:00 am",104943,0,0,0
"Oct 28, 01:00 am",-607.2,0,0,0
"Oct 28, 02:00 am",-607.2,0,0,0
"Oct 28, 03:00 am",-607.2,0,0,0
"Oct 28, 04:00 am",-607.2,0,0,0
"Oct 28, 05:00 am",-607.2,0,0,0
"Oct 28, 06:00 am",-607.2,0,0,0
"Oct 28, 07:00 am",-607.2,0,0,0
"Oct 28, 08:00 am",-607.2,0,409,0
"Oct 28, 09:00 am",1062.77,0,692,0
"Oct 28, 10:00 am",109141,508.483,815,0
"Oct 28, 11:00 am",106539,577.899,877,0
"Oct 28, 12:00 pm",104607,610.348,905,0
"Oct 28, 01:00 pm",103483,620.306,916,0
"Oct 28, 02:00 pm",103488,599.782,898,0
"Oct 28, 03:00 pm",104663,546.405,852,0
"Oct 28, 04:00 pm",107243,423.37,736,0
"Oct 28, 05:00 pm",110799,208.981,527,0
"Oct 28, 06:00 pm",114566,0,0,0
"Oct 28, 07:00 pm",115449,0,0,0
"Oct 28, 08:00 pm",115796,0,0,0
"Oct 28, 09:00 pm",115976,0,0,0
"Oct 28, 10:00 pm",115985,0,0,0
"Oct 28, 11:00 pm",115878,0,0,0
"Oct 29, 12:00 am",9811.32,0,0,0
"Oct 29, 01:00 am",-607.2,0,0,0
"Oct 29, 02:00 am",-607.2,0,0,0
"Oct 29, 03:00 am",-607.2,0,0,0
"Oct 29, 04:00 am",-607.2,0,0,0
"Oct 29, 05:00 am",-607.2,0,0,0
"Oct 29, 06:00 am",-607.2,0,0,0
"Oct 29, 07:00 am",-607.2,0,0,0
"Oct 29, 08:00 am",-607.2,0,430,0
"Oct 29, 09:00 am",1799.41,0,698,0
"Oct 29, 10:00 am",109916,512.171,816,0
"Oct 29, 11:00 am",107539,579.7,875,0
"Oct 29, 12:00 pm",105813,613.014,906,0
"Oct 29, 01:00 pm",104853,619.872,914,0
"Oct 29, 02:00 pm",104550,602.029,901,0
"Oct 29, 03:00 pm",105239,549.964,858,0
"Oct 29, 04:00 pm",107094,444.457,773,0
"Oct 29, 05:00 pm",110260,228.9,580,0
"Oct 29, 06:00 pm",114061,0,0,0
"Oct 29, 07:00 pm",115116,0,0,0
"Oct 29, 08:00 pm",115576,0,0,0
"Oct 29, 09:00 pm",115807,0,0,0
"Oct 29, 10:00 pm",115863,0,0,0
"Oct 29, 11:00 pm",115863,0,0,0
"Oct 30, 12:00 am",29663.2,0,0,0
"Oct 30, 01:00 am",-607.2,0,0,0
"Oct 30, 02:00 am",-607.2,0,0,0
"Oct 30, 03:00 am",-607.2,0,0,0
"Oct 30, 04:00 am",-607.2,0,0,0
"Oct 30, 05:00 am",-607.2,0,0,0
"Oct 30, 06:00 am",-607.2,0,0,0
"Oct 30, 07:00 am",-607.2,0,0,0
"Oct 30, 08:00 am",-607.2,0,441,0
"Oct 30, 09:00 am",2163.42,0,706,0
"Oct 30, 10:00 am",14449.9,0,176,0
"Oct 30, 11:00 am",17176.6,0,881,0
"Oct 30, 12:00 pm",107071,613.755,908,0
"Oct 30, 01:00 pm",106187,617.06,911,0
"Oct 30, 02:00 pm",106201,593.567,890,0
"Oct 30, 03:00 pm",107116,539.473,844,0
"Oct 30, 04:00 pm",109085,416.999,731,0
"Oct 30, 05:00 pm",111776,199.071,521,0
"Oct 30, 06:00 pm",115003,0,0,0
"Oct 30, 07:00 pm",115648,0,0,0
"Oct 30, 08:00 pm",115835,0,0,0
"Oct 30, 09:00 pm",115918,0,0,0
"Oct 30, 10:00 pm",100897,0,0,0
"Oct 30, 11:00 pm",-607.2,0,0,0
"Oct 31, 12:00 am",-607.2,0,0,0
"Oct 31, 01:00 am",-607.2,0,0,0
"Oct 31, 02:00 am",-607.2,0,0,0
"Oct 31, 03:00 am",-607.2,0,0,0
"Oct 31, 04:00 am",-607.2,0,0,0
"Oct 31, 05:00 am",-607.2,0,0,0
"Oct 31, 06:00 am",-607.2,0,0,0
"Oct 31, 07:00 am",-607.2,0,0,0
"Oct 31, 08:00 am",-607.2,0,385,0
"Oct 31, 09:00 am",-1356.78,0,665,0
"Oct 31, 10:00 am",110591,493.114,792,0
"Oct 31, 11:00 am",108531,562.791,855,0
"Oct 31, 12:00 pm",107056,594.051,883,0
"Oct 31, 01:00 pm",106328,600.404,890,0
"Oct 31, 02:00 pm",106363,577.268,869,0
"Oct 31, 03:00 pm",107343,519.624,817,0
"Oct 31, 04:00 pm",109310,393.56,696,0
"Oct 31, 05:00 pm",111845,172.655,468,0
"Oct 31, 06:00 pm",115005,0,0,0
"Oct 31, 07:00 pm",115643,0,0,0
"Oct 31, 08:00 pm",115859,0,0,0
"Oct 31, 09:00 pm",116027,0,0,0
"Oct 31, 10:00 pm",116088,0,0,0
"Oct 31, 11:00 pm",46528.2,0,0,0
"Nov 1, 12:00 am",-607.2,0,0,0
"Nov 1, 01:00 am",-607.2,0,0,0
"Nov 1, 02:00 am",-607.2,0,0,0
"Nov 1, 03:00 am",-607.2,0,0,0
"Nov 1, 04:00 am",-607.2,0,0,0
"Nov 1, 05:00 am",-607.2,0,0,0
"Nov 1, 06:00 am",-607.2,0,0,0
"Nov 1, 07:00 am",-607.2,0,0,0
"Nov 1, 08:00 am",-607.2,0,411,0
"Nov 1, 09:00 am",442.866,0,693,0
"Nov 1, 10:00 am",110421,496.975,802,0
"Nov 1, 11:00 am",108243,561.437,856,0
"Nov 1, 12:00 pm",106801,588.454,878,0
"Nov 1, 01:00 pm",108882,384.448,588,0
"Nov 1, 02:00 pm",109590,210.999,348,0
"Nov 1, 03:00 pm",109669,299.915,495,0
"Nov 1, 04:00 pm",110426,234.334,440,0
"Nov 1, 05:00 pm",113362,0,281,0
"Nov 1, 06:00 pm",114652,0,0,0
"Nov 1, 07:00 pm",67209.7,0,0,0
"Nov 1, 08:00 pm",-607.2,0,0,0
"Nov 1, 09:00 pm",-607.2,0,0,0
"Nov 1, 10:00 pm",-607.2,0,0,0
"Nov 1, 11:00 pm",-607.2,0,0,0
"Nov 2, 12:00 am",-607.2,0,0,0
"Nov 2, 01:00 am",-607.2,0,0,0
"Nov 2, 02:00 am",-607.2,0,0,0
"Nov 2, 03:00 am",-607.2,0,0,0
"Nov 2, 04:00 am",-607.2,0,0,0
"Nov 2, 05:00 am",-607.2,0,0,0
"Nov 2, 06:00 am",-607.2,0,0,0
"Nov 2, 07:00 am",-607.2,0,0,0
"Nov 2, 08:00 am",-607.2,0,0,0
"Nov 2, 09:00 am",-607.2,0,0,0
"Nov 2, 10:00 am",-607.2,0,0,0
"Nov 2, 11:00 am",-607.2,0,0,0
"Nov 2, 12:00 pm",-607.2,0,0,0
"Nov 2, 01:00 pm",-607.2,0,0,0
"Nov 2, 02:00 pm",-607.2,0,75,0
"Nov 2, 03:00 pm",-607.2,0,66,0
"Nov 2, 04:00 pm",-607.2,0,0,0
"Nov 2, 05:00 pm",-607.2,0,0,0
"Nov 2, 06:00 pm",-607.2,0,0,0
"Nov 2, 07:00 pm",-607.2,0,0,0
"Nov 2, 08:00 pm",-607.2,0,0,0
"Nov 2, 09:00 pm",-607.2,0,0,0
"Nov 2, 10:00 pm",-607.2,0,0,0
"Nov 2, 11:00 pm",-607.2,0,0,0
"Nov 3, 12:00 am",-607.2,0,0,0
"Nov 3, 01:00 am",-607.2,0,0,0
"Nov 3, 02:00 am",-607.2,0,0,0
"Nov 3, 03:00 am",-607.2,0,0,0
"Nov 3, 04:00 am",-607.2,0,0,0
"Nov 3, 05:00 am",-607.2,0,0,0
"Nov 3, 06:00 am",-607.2,0,0,0
"Nov 3, 07:00 am",-607.2,0,0,0
"Nov 3, 08:00 am",-607.2,0,0,0
"Nov 3, 09:00 am",-607.2,0,18,0
"Nov 3, 10:00 am",-607.2,0,0,0
"Nov 3, 11:00 am",-607.2,0,28,0
"Nov 3, 12:00 pm",-2814.42,0,225,0
"Nov 3, 01:00 pm",-818.16,0,16,0
"Nov 3, 02:00 pm",-4054.31,0,443,0
"Nov 3, 03:00 pm",-818.16,0,203,0
"Nov 3, 04:00 pm",-607.2,0,0,0
"Nov 3, 05:00 pm",-3388.16,0,492,0
"Nov 3, 06:00 pm",-818.16,0,0,0
"Nov 3, 07:00 pm",-607.2,0,0,0
"Nov 3, 08:00 pm",-607.2,0,0,0
"Nov 3, 09:00 pm",-607.2,0,0,0
"Nov 3, 10:00 pm",-607.2,0,0,0
"Nov 3, 11:00 pm",-607.2,0,0,0
"Nov 4, 12:00 am",-607.2,0,0,0
"Nov 4, 01:00 am",-607.2,0,0,0
"Nov 4, 02:00 am",-607.2,0,0,0
"Nov 4, 03:00 am",-607.2,0,0,0
"Nov 4, 04:00 am",-607.2,0,0,0
"Nov 4, 05:00 am",-607.2,0,0,0
"Nov 4, 06:00 am",-607.2,0,0,0
"Nov 4, 07:00 am",-607.2,0,0,0
"Nov 4, 08:00 am",-607.2,0,316,0
"Nov 4, 09:00 am",-607.2,0,0,0
"Nov 4, 10:00 am",-1844.51,0,127,0
"Nov 4, 11:00 am",27045.4,0,865,0
"Nov 4, 12:00 pm",72670.4,0,18,0
"Nov 4, 01:00 pm",16209.3,0,838,0
"Nov 4, 02:00 pm",64423.2,0,258,0
"Nov 4, 03:00 pm",-607.2,0,0,0
"Nov 4, 04:00 pm",-2199.84,0,188,0
"Nov 4, 05:00 pm",-2160.98,0,430,0
"Nov 4, 06:00 pm",-607.2,0,0,0
"Nov 4, 07:00 pm",-607.2,0,0,0
"Nov 4, 08:00 pm",-607.2,0,0,0
"Nov 4, 09:00 pm",-607.2,0,0,0
"Nov 4, 10:00 pm",-607.2,0,0,0
"Nov 4, 11:00 pm",-607.2,0,0,0
"Nov 5, 12:00 am",-607.2,0,0,0
"Nov 5, 01:00 am",-607.2,0,0,0
"Nov 5, 02:00 am",-607.2,0,0,0
"Nov 5, 03:00 am",-607.2,0,0,0
"Nov 5, 04:00 am",-607.2,0,0,0
"Nov 5, 05:00 am",-607.2,0,0,0
"Nov 5, 06:00 am",-607.2,0,0,0
"Nov 5, 07:00 am",-607.2,0,0,0
"Nov 5, 08:00 am",-607.2,0,392,0
"Nov 5, 09:00 am",-1216.26,0,684,0
"Nov 5, 10:00 am",111708,500.61,812,0
"Nov 5, 11:00 am",109642,574.321,876,0
"Nov 5, 12:00 pm",108252,607.913,906,0
"Nov 5, 01:00 pm",107824,607.724,904,0
"Nov 5, 02:00 pm",107992,587.72,889,0
"Nov 5, 03:00 pm",108975,533.57,846,0
"Nov 5, 04:00 pm",113141,0,64,0
"Nov 5, 05:00 pm",111697,0,548,0
"Nov 5, 06:00 pm",115008,0,0,0
"Nov 5, 07:00 pm",115416,0,0,0
"Nov 5, 08:00 pm",115449,0,0,0
"Nov 5, 09:00 pm",86273.7,0,0,0
"Nov 5, 10:00 pm",-607.2,0,0,0
"Nov 5, 11:00 pm",-607.2,0,0,0
"Nov 6, 12:00 am",-607.2,0,0,0
"Nov 6, 01:00 am",-607.2,0,0,0
"Nov 6, 02:00 am",-607.2,0,0,0
"Nov 6, 03:00 am",-607.2,0,0,0
"Nov 6, 04:00 am",-607.2,0,0,0
"Nov 6, 05:00 am",-607.2,0,0,0
"Nov 6, 06:00 am",-607.2,0,0,0
"Nov 6, 07:00 am",-607.2,0,0,0
"Nov 6, 08:00 am",-607.2,0,460,0
"Nov 6, 09:00 am",2419.63,0,743,0
"Nov 6, 10:00 am",111504,523.784,860,0
"Nov 6, 11:00 am",109757,594.508,918,0
"Nov 6, 12:00 pm",108643,625.744,943,0
"Nov 6, 01:00 pm",108463,617.484,928,0
"Nov 6, 02:00 pm",108691,597.357,912,0
"Nov 6, 03:00 pm",109655,543.078,868,0
"Nov 6, 04:00 pm",111666,412.563,750,0
"Nov 6, 05:00 pm",113814,177.639,531,0
"Nov 6, 06:00 pm",116219,0,0,0
"Nov 6, 07:00 pm",116544,0,0,0
"Nov 6, 08:00 pm",116564,0,0,0
"Nov 6, 09:00 pm",116561,0,0,0
"Nov 6, 10:00 pm",116520,0,0,0
"Nov 6, 11:00 pm",117142,0,0,0
"Nov 7, 12:00 am",5849.51,0,0,0
"Nov 7, 01:00 am",-607.2,0,0,0
"Nov 7, 02:00 am",-607.2,0,0,0
"Nov 7, 03:00 am",-607.2,0,0,0
"Nov 7, 04:00 am",-607.2,0,0,0
"Nov 7, 05:00 am",-607.2,0,0,0
"Nov 7, 06:00 am",-607.2,0,0,0
"Nov 7, 07:00 am",-607.2,0,0,0
"Nov 7, 08:00 am",-607.2,0,460,0
"Nov 7, 09:00 am",2827.77,0,750,0
"Nov 7, 10:00 am",111550,531.479,868,0
"Nov 7, 11:00 am",109644,603.93,926,0
"Nov 7, 12:00 pm",108313,636.341,952,0
"Nov 7, 01:00 pm",107914,630.527,941,0
"Nov 7, 02:00 pm",108034,609.253,924,0
"Nov 7, 03:00 pm",108980,553.617,880,0
"Nov 7, 04:00 pm",111032,435.118,787,0
"Nov 7, 05:00 pm",113631,193.037,577,0
"Nov 7, 06:00 pm",116293,0,0,0
"Nov 7, 07:00 pm",116721,0,0,0
"Nov 7, 08:00 pm",116794,0,0,0
"Nov 7, 09:00 pm",116797,0,0,0
"Nov 7, 10:00 pm",117483,0,0,0
"Nov 7, 11:00 pm",117379,0,0,0
"Nov 8, 12:00 am",48304.8,0,0,0
"Nov 8, 01:00 am",-607.2,0,0,0
"Nov 8, 02:00 am",-607.2,0,0,0
"Nov 8, 03:00 am",-607.2,0,0,0
"Nov 8, 04:00 am",-607.2,0,0,0
"Nov 8, 05:00 am",-607.2,0,0,0
"Nov 8, 06:00 am",-607.2,0,0,0
"Nov 8, 07:00 am",-607.2,0,0,0
"Nov 8, 08:00 am",-607.2,0,460,0
"Nov 8, 09:00 am",2480.3,0,746,0
"Nov 8, 10:00 am",111261,528.843,862,0
"Nov 8, 11:00 am",109130,599.827,917,0
"Nov 8, 12:00 pm",107743,631.87,943,0
"Nov 8, 01:00 pm",107175,636.027,947,0
"Nov 8, 02:00 pm",107504,610.615,925,0
"Nov 8, 03:00 pm",108641,552.91,879,0
"Nov 8, 04:00 pm",111102,397.273,725,0
"Nov 8, 05:00 pm",115373,0,481,0
"Nov 8, 06:00 pm",116354,0,0,0
"Nov 8, 07:00 pm",116591,0,0,0
"Nov 8, 08:00 pm",116626,0,0,0
"Nov 8, 09:00 pm",116659,0,0,0
"Nov 8, 10:00 pm",116636,0,0,0
"Nov 8, 11:00 pm",73871.3,0,0,0
"Nov 9, 12:00 am",-607.2,0,0,0
"Nov 9, 01:00 am",-607.2,0,0,0
"Nov 9, 02:00 am",-607.2,0,0,0
"Nov 9, 03:00 am",-607.2,0,0,0
"Nov 9, 04:00 am",-607.2,0,0,0
"Nov 9, 05:00 am",-607.2,0,0,0
"Nov 9, 06:00 am",-607.2,0,0,0
"Nov 9, 07:00 am",-607.2,0,0,0
"Nov 9, 08:00 am",-607.2,0,463,0
"Nov 9, 09:00 am",2518.65,0,760,0
"Nov 9, 10:00 am",111772,530.416,879,0
"Nov 9, 11:00 am",110161,603.906,937,0
"Nov 9, 12:00 pm",109169,636.039,962,0
"Nov 9, 01:00 pm",108965,633.807,955,0
"Nov 9, 02:00 pm",109279,613.09,939,0
"Nov 9, 03:00 pm",110397,554.629,892,0
"Nov 9, 04:00 pm",112336,425.274,783,0
"Nov 9, 05:00 pm",114385,175.779,553,0
"Nov 9, 06:00 pm",116701,0,0,0
"Nov 9, 07:00 pm",117668,0,0,0
"Nov 9, 08:00 pm",117627,0,0,0
"Nov 9, 09:00 pm",117574,0,0,0
"Nov 9, 10:00 pm",117503,0,0,0
"Nov 9, 11:00 pm",117396,0,0,0
"Nov 10, 12:00 am",39902.1,0,0,0
"Nov 10, 01:00 am",-607.2,0,0,0
"Nov 10, 02:00 am",-607.2,0,0,0
"Nov 10, 03:00 am",-607.2,0,0,0
"Nov 10, 04:00 am",-607.2,0,0,0
"Nov 10, 05:00 am",-607.2,0,0,0
"Nov 10, 06:00 am",-607.2,0,0,0
"Nov 10, 07:00 am",-607.2,0,0,0
"Nov 10, 08:00 am",-607.2,0,439,0
"Nov 10, 09:00 am",1045.86,0,738,0
"Nov 10, 10:00 am",111891,523.093,863,0
"Nov 10, 11:00 am",110178,593.68,918,0
"Nov 10, 12:00 pm",108986,626.888,946,0
"Nov 10, 01:00 pm",108677,622.266,938,0
"Nov 10, 02:00 pm",108876,598.872,918,0
"Nov 10, 03:00 pm",109860,544.227,876,0
"Nov 10, 04:00 pm",111974,399.115,739,0
"Nov 10, 05:00 pm",116015,0,505,0
"Nov 10, 06:00 pm",116728,0,0,0
"Nov 10, 07:00 pm",116819,0,0,0
"Nov 10, 08:00 pm",116817,0,0,0
"Nov 10, 09:00 pm",117515,0,0,0
"Nov 10, 10:00 pm",117412,0,0,0
"Nov 10, 11:00 pm",49730.3,0,0,0
"Nov 11, 12:00 am",-607.2,0,0,0
"Nov 11, 01:00 am",-607.2,0,0,0
"Nov 11, 02:00 am",-607.2,0,0,0
"Nov 11, 03:00 am",-607.2,0,0,0
"Nov 11, 04:00 am",-607.2,0,0,0
"Nov 11, 05:00 am",-607.2,0,0,0
"Nov 11, 06:00 am",-607.2,0,0,0
"Nov 11, 07:00 am",-607.2,0,0,0
"Nov 11, 08:00 am",-607.2,0,424,0
"Nov 11, 09:00 am",382.409,0,731,0
"Nov 11, 10:00 am",111420,519.457,855,0
"Nov 11, 11:00 am",109311,592.01,911,0
"Nov 11, 12:00 pm",107839,625.073,938,0
"Nov 11, 01:00 pm",107346,623.202,933,0
"Nov 11, 02:00 pm",107420,603.986,920,0
"Nov 11, 03:00 pm",108470,547.107,876,0
"Nov 11, 04:00 pm",110805,413.487,762,0
"Nov 11, 05:00 pm",115234,0,536,0
"Nov 11, 06:00 pm",116168,0,0,0
"Nov 11, 07:00 pm",116468,0,0,0
"Nov 11, 08:00 pm",116659,0,0,0
"Nov 11, 09:00 pm",116695,0,0,0
"Nov 11, 10:00 pm",116646,0,0,0
"Nov 11, 11:00 pm",55098.4,0,0,0
"Nov 12, 12:00 am",-607.2,0,0,0
"Nov 12, 01:00 am",-607.2,0,0,0
"Nov 12, 02:00 am",-607.2,0,0,0
"Nov 12, 03:00 am",-607.2,0,0,0
"Nov 12, 04:00 am",-607.2,0,0,0
"Nov 12, 05:00 am",-607.2,0,0,0
"Nov 12, 06:00 am",-607.2,0,0,0
"Nov 12, 07:00 am",-607.2,0,0,0
"Nov 12, 08:00 am",-607.2,0,421,0
"Nov 12, 09:00 am",370.207,0,733,0
"Nov 12, 10:00 am",111343,519.754,856,0
"Nov 12, 11:00 am",109077,594.588,914,0
"Nov 12, 12:00 pm",107452,627.753,941,0
"Nov 12, 01:00 pm",106664,630.399,943,0
"Nov 12, 02:00 pm",106729,607.852,926,0
"Nov 12, 03:00 pm",107826,549.28,881,0
"Nov 12, 04:00 pm",110399,424.813,785,0
"Nov 12, 05:00 pm",115403,0,560,0
"Nov 12, 06:00 pm",116417,0,0,0
"Nov 12, 07:00 pm",116588,0,0,0
"Nov 12, 08:00 pm",116645,0,0,0
"Nov 12, 09:00 pm",116648,0,0,0
"Nov 12, 10:00 pm",116591,0,0,0
"Nov 12, 11:00 pm",68252.4,0,0,0
"Nov 13, 12:00 am",-607.2,0,0,0
"Nov 13, 01:00 am",-607.2,0,0,0
"Nov 13, 02:00 am",-607.2,0,0,0
"Nov 13, 03:00 am",-607.2,0,0,0
"Nov 13, 04:00 am",-607.2,0,0,0
"Nov 13, 05:00 am",-607.2,0,0,0
"Nov 13, 06:00 am",-607.2,0,0,0
"Nov 13, 07:00 am",-607.2,0,0,0
"Nov 13, 08:00 am",-607.2,0,433,0
"Nov 13, 09:00 am",-87.7492,0,735,0
"Nov 13, 10:00 am",111625,517.025,856,0
"Nov 13, 11:00 am",109391,591.782,913,0
"Nov 13, 12:00 pm",107919,621.407,934,0
"Nov 13, 01:00 pm",107503,618.207,927,0
"Nov 13, 02:00 pm",107683,595.968,910,0
"Nov 13, 03:00 pm",108796,536.375,863,0
"Nov 13, 04:00 pm",111087,398.828,743,0
"Nov 13, 05:00 pm",115381,0,507,0
"Nov 13, 06:00 pm",116355,0,0,0
"Nov 13, 07:00 pm",116606,0,0,0
"Nov 13, 08:00 pm",116677,0,0,0
"Nov 13, 09:00 pm",116688,0,0,0
"Nov 13, 10:00 pm",117361,0,0,0
"Nov 13, 11:00 pm",34444.4,0,0,0
"Nov 14, 12:00 am",-607.2,0,0,0
"Nov 14, 01:00 am",-607.2,0,0,0
"Nov 14, 02:00 am",-607.2,0,0,0
"Nov 14, 03:00 am",-607.2,0,0,0
"Nov 14, 04:00 am",-607.2,0,0,0
"Nov 14, 05:00 am",-607.2,0,0,0
"Nov 14, 06:00 am",-607.2,0,0,0
"Nov 14, 07:00 am",-607.2,0,0,0
"Nov 14, 08:00 am",-607.2,0,454,0
"Nov 14, 09:00 am",1021.41,0,760,0
"Nov 14, 10:00 am",112014,524.511,876,0
"Nov 14, 11:00 am",110373,598.916,929,0
"Nov 14, 12:00 pm",109251,632.341,954,0
"Nov 14, 01:00 pm",108962,626.929,943,0
"Nov 14, 02:00 pm",109213,603.232,924,0
"Nov 14, 03:00 pm",110257,543.075,877,0
"Nov 14, 04:00 pm",112227,416.353,778,0
"Nov 14, 05:00 pm",116302,0,547,0
"Nov 14, 06:00 pm",116866,0,0,0
"Nov 14, 07:00 pm",117624,0,0,0
"Nov 14, 08:00 pm",117577,0,0,0
"Nov 14, 09:00 pm",117512,0,0,0
"Nov 14, 10:00 pm",117415,0,0,0
"Nov 14, 11:00 pm",65244.4,0,0,0
"Nov 15, 12:00 am",-607.2,0,0,0
"Nov 15, 01:00 am",-607.2,0,0,0
"Nov 15, 02:00 am",-607.2,0,0,0
"Nov 15, 03:00 am",-607.2,0,0,0
"Nov 15, 04:00 am",-607.2,0,0,0
"Nov 15, 05:00 am",-607.2,0,0,0
"Nov 15, 06:00 am",-607.2,0,0,0
"Nov 15, 07:00 am",-607.2,0,0,0
"Nov 15, 08:00 am",-607.2,0,276,0
"Nov 15, 09:00 am",-4292.06,0,641,0
"Nov 15, 10:00 am",107456,475.102,794,0
"Nov 15, 11:00 am",110651,559.59,867,0
"Nov 15, 12:00 pm",109500,600.007,904,0
"Nov 15, 01:00 pm",109001,608.213,913,0
"Nov 15, 02:00 pm",109323,583.24,892,0
"Nov 15, 03:00 pm",110344,522.303,843,0
"Nov 15, 04:00 pm",112302,378.212,712,0
"Nov 15, 05:00 pm",115631,0,456,0
"Nov 15, 06:00 pm",116200,0,0,0
"Nov 15, 07:00 pm",116351,0,0,0
"Nov 15, 08:00 pm",116425,0,0,0
"Nov 15, 09:00 pm",116452,0,0,0
"Nov 15, 10:00 pm",83754.1,0,0,0
"Nov 15, 11:00 pm",-607.2,0,0,0
"Nov 16, 12:00 am",-607.2,0,0,0
"Nov 16, 01:00 am",-607.2,0,0,0
"Nov 16, 02:00 am",-607.2,0,0,0
"Nov 16, 03:00 am",-607.2,0,0,0
"Nov 16, 04:00 am",-607.2,0,0,0
"Nov 16, 05:00 am",-607.2,0,0,0
"Nov 16, 06:00 am",-607.2,0,0,0
"Nov 16, 07:00 am",-607.2,0,0,0
"Nov 16, 08:00 am",-607.2,0,304,0
"Nov 16, 09:00 am",-4364.8,0,664,0
"Nov 16, 10:00 am",109354,481.98,807,0
"Nov 16, 11:00 am",110520,564.455,875,0
"Nov 16, 12:00 pm",109270,600.17,905,0
"Nov 16, 01:00 pm",108727,606.779,912,0
"Nov 16, 02:00 pm",108936,582.542,892,0
"Nov 16, 03:00 pm",109929,520.638,842,0
"Nov 16, 04:00 pm",111890,384.029,725,0
"Nov 16, 05:00 pm",115460,0,477,0
"Nov 16, 06:00 pm",116068,0,0,0
"Nov 16, 07:00 pm",116159,0,0,0
"Nov 16, 08:00 pm",116149,0,0,0
"Nov 16, 09:00 pm",116180,0,0,0
"Nov 16, 10:00 pm",91636.7,0,0,0
"Nov 16, 11:00 pm",-607.2,0,0,0
"Nov 17, 12:00 am",-607.2,0,0,0
"Nov 17, 01:00 am",-607.2,0,0,0
"Nov 17, 02:00 am",-607.2,0,0,0
"Nov 17, 03:00 am",-607.2,0,0,0
"Nov 17, 04:00 am",-607.2,0,0,0
"Nov 17, 05:00 am",-607.2,0,0,0
"Nov 17, 06:00 am",-607.2,0,0,0
"Nov 17, 07:00 am",-607.2,0,0,0
"Nov 17, 08:00 am",-607.2,0,317,0
"Nov 17, 09:00 am",-4384.04,0,674,0
"Nov 17, 10:00 am",109803,478.417,804,0
"Nov 17, 11:00 am",110411,562.675,874,0
"Nov 17, 12:00 pm",108964,600.655,907,0
"Nov 17, 01:00 pm",108287,610.065,918,0
"Nov 17, 02:00 pm",108549,584.24,896,0
"Nov 17, 03:00 pm",109590,522.618,847,0
"Nov 17, 04:00 pm",111773,379.6,720,0
